Site,TimeStamp,DO_mgL
Azevedo Pond,5/19/21 4:45,0
Azevedo Pond,5/19/21 5:00,0.1
Azevedo Pond,5/19/21 5:15,0.2
Azevedo Pond,5/19/21 5:30,0.4
Azevedo Pond,5/19/21 5:45,0.5
Azevedo Pond,5/19/21 6:00,0.9
Azevedo Pond,5/19/21 6:15,0.8
Azevedo Pond,5/19/21 6:30,1.5
Azevedo Pond,5/19/21 6:45,1.9
Azevedo Pond,5/19/21 7:00,2.2
Azevedo Pond,5/19/21 7:15,2.3
Azevedo Pond,5/19/21 7:30,2.6
Azevedo Pond,5/19/21 7:45,3.3
Azevedo Pond,5/19/21 8:00,3.6
Azevedo Pond,5/19/21 8:15,4.2
Azevedo Pond,5/19/21 8:30,4.2
Azevedo Pond,5/19/21 8:45,4
Azevedo Pond,5/19/21 9:00,3.3
Azevedo Pond,5/19/21 9:15,4.1
Azevedo Pond,5/19/21 9:30,3.3
Azevedo Pond,5/19/21 9:45,4
Azevedo Pond,5/19/21 10:00,4.3
Azevedo Pond,5/19/21 10:15,3.7
Azevedo Pond,5/19/21 10:30,3.2
Azevedo Pond,5/19/21 10:45,3.4
Azevedo Pond,5/19/21 11:00,2.7
Azevedo Pond,5/19/21 11:15,2.4
Azevedo Pond,5/19/21 11:30,2
Azevedo Pond,5/19/21 11:45,2.6
Azevedo Pond,5/19/21 12:00,2.7
Azevedo Pond,5/19/21 12:15,3.3
Azevedo Pond,5/19/21 12:30,4.3
Azevedo Pond,5/19/21 12:45,3.4
Azevedo Pond,5/19/21 13:00,4
Azevedo Pond,5/19/21 13:15,4.2
Azevedo Pond,5/19/21 13:30,3.8
Azevedo Pond,5/19/21 13:45,4.5
Azevedo Pond,5/19/21 14:00,5.6
Azevedo Pond,5/19/21 14:15,6.2
Azevedo Pond,5/19/21 14:30,7.9
Azevedo Pond,5/19/21 14:45,8.9
Azevedo Pond,5/19/21 15:00,8.5
Azevedo Pond,5/19/21 15:15,10
Azevedo Pond,5/19/21 15:30,11.3
Azevedo Pond,5/19/21 15:45,11.7
Azevedo Pond,5/19/21 16:00,11.2
Azevedo Pond,5/19/21 16:15,11.7
Azevedo Pond,5/19/21 16:30,11.8
Azevedo Pond,5/19/21 16:45,11.3
Azevedo Pond,5/19/21 17:00,12.2
Azevedo Pond,5/19/21 17:15,13
Azevedo Pond,5/19/21 17:30,11.9
Azevedo Pond,5/19/21 17:45,13.1
Azevedo Pond,5/19/21 18:00,13.3
Azevedo Pond,5/19/21 18:15,12.3
Azevedo Pond,5/19/21 18:30,10.9
Azevedo Pond,5/19/21 18:45,10.3
Azevedo Pond,5/19/21 19:00,10.6
Azevedo Pond,5/19/21 19:15,9
Azevedo Pond,5/19/21 19:30,6.9
Azevedo Pond,5/19/21 19:45,5.9
Azevedo Pond,5/19/21 20:00,4.8
Azevedo Pond,5/19/21 20:15,3.5
Azevedo Pond,5/19/21 20:30,2
Azevedo Pond,5/19/21 20:45,1.4
Azevedo Pond,5/19/21 21:00,0.8
Azevedo Pond,5/19/21 21:15,0.2
Azevedo Pond,5/19/21 21:30,0.2
Azevedo Pond,5/19/21 21:45,0.1
Azevedo Pond,5/19/21 22:00,0.1
Azevedo Pond,5/19/21 22:15,0.1
Azevedo Pond,5/19/21 22:30,0
Azevedo Pond,5/19/21 22:45,0.1
Azevedo Pond,5/19/21 23:00,0.1
Azevedo Pond,5/19/21 23:15,0.1
Azevedo Pond,5/19/21 23:30,0.2
Azevedo Pond,5/19/21 23:45,0.6
Azevedo Pond,5/20/21 0:00,0.5
Azevedo Pond,5/20/21 0:15,0.4
Azevedo Pond,5/20/21 0:30,0.4
Azevedo Pond,5/20/21 0:45,0.2
Azevedo Pond,5/20/21 1:00,0.1
Azevedo Pond,5/20/21 1:15,0
Azevedo Pond,5/20/21 1:30,0
Azevedo Pond,5/20/21 1:45,0
Azevedo Pond,5/20/21 2:00,0
Azevedo Pond,5/20/21 2:15,0
Azevedo Pond,5/20/21 2:30,0
Azevedo Pond,5/20/21 2:45,0
Azevedo Pond,5/20/21 3:00,0
Azevedo Pond,5/20/21 3:15,0
Azevedo Pond,5/20/21 3:30,0
Azevedo Pond,5/20/21 3:45,0
Azevedo Pond,5/20/21 4:00,0
Azevedo Pond,5/20/21 4:15,0
Azevedo Pond,5/20/21 4:30,0
Azevedo Pond,5/20/21 4:45,0
Azevedo Pond,5/20/21 5:00,0
Azevedo Pond,5/20/21 5:15,0
Azevedo Pond,5/20/21 5:30,0
Azevedo Pond,5/20/21 5:45,0
Azevedo Pond,5/20/21 6:00,0
Azevedo Pond,5/20/21 6:15,0
Azevedo Pond,5/20/21 6:30,0
Azevedo Pond,5/20/21 6:45,0
Azevedo Pond,5/20/21 7:00,0
Azevedo Pond,5/20/21 7:15,0
Azevedo Pond,5/20/21 7:30,0
Azevedo Pond,5/20/21 7:45,0
Azevedo Pond,5/20/21 8:00,0
Azevedo Pond,5/20/21 8:15,0
Azevedo Pond,5/20/21 8:30,0
Azevedo Pond,5/20/21 8:45,0.2
Azevedo Pond,5/20/21 9:00,0.2
Azevedo Pond,5/20/21 9:15,1
Azevedo Pond,5/20/21 9:30,1.1
Azevedo Pond,5/20/21 9:45,0.2
Azevedo Pond,5/20/21 10:00,0.2
Azevedo Pond,5/20/21 10:15,1
Azevedo Pond,5/20/21 10:30,0.5
Azevedo Pond,5/20/21 10:45,0.7
Azevedo Pond,5/20/21 11:00,0.4
Azevedo Pond,5/20/21 11:15,0.7
Azevedo Pond,5/20/21 11:30,0.5
Azevedo Pond,5/20/21 11:45,0.3
Azevedo Pond,5/20/21 12:00,0.1
Azevedo Pond,5/20/21 12:15,0
Azevedo Pond,5/20/21 12:30,1.8
Azevedo Pond,5/20/21 12:45,0.6
Azevedo Pond,5/20/21 13:00,2.2
Azevedo Pond,5/20/21 13:15,1.7
Azevedo Pond,5/20/21 13:30,2.2
Azevedo Pond,5/20/21 13:45,0.4
Azevedo Pond,5/20/21 14:00,0.2
Azevedo Pond,5/20/21 14:15,6.7
Azevedo Pond,5/20/21 14:30,5.7
Azevedo Pond,5/20/21 14:45,8.9
Azevedo Pond,5/20/21 15:00,4.8
Azevedo Pond,5/20/21 15:15,3.8
Azevedo Pond,5/20/21 15:30,9.3
Azevedo Pond,5/20/21 15:45,15.8
Azevedo Pond,5/20/21 16:00,17.3
Azevedo Pond,5/20/21 16:15,16.3
Azevedo Pond,5/20/21 16:30,6.4
Azevedo Pond,5/20/21 16:45,1.7
Azevedo Pond,5/20/21 17:00,3.4
Azevedo Pond,5/20/21 17:15,11.7
Azevedo Pond,5/20/21 17:30,9.4
Azevedo Pond,5/20/21 17:45,9.1
Azevedo Pond,5/20/21 18:00,2.3
Azevedo Pond,5/20/21 18:15,0.9
Azevedo Pond,5/20/21 18:30,0.8
Azevedo Pond,5/20/21 18:45,2.2
Azevedo Pond,5/20/21 19:00,6.2
Azevedo Pond,5/20/21 19:15,7
Azevedo Pond,5/20/21 19:30,5.7
Azevedo Pond,5/20/21 19:45,4.3
Azevedo Pond,5/20/21 20:00,3.3
Azevedo Pond,5/20/21 20:15,2.3
Azevedo Pond,5/20/21 20:30,1.1
Azevedo Pond,5/20/21 20:45,0.2
Azevedo Pond,5/20/21 21:00,0
Azevedo Pond,5/20/21 21:15,0
Azevedo Pond,5/20/21 21:30,0
Azevedo Pond,5/20/21 21:45,0.6
Azevedo Pond,5/20/21 22:00,4.1
Azevedo Pond,5/20/21 22:15,3.7
Azevedo Pond,5/20/21 22:30,7.2
Azevedo Pond,5/20/21 22:45,3.1
Azevedo Pond,5/20/21 23:00,1.8
Azevedo Pond,5/20/21 23:15,1.4
Azevedo Pond,5/20/21 23:30,1
Azevedo Pond,5/20/21 23:45,0.6
Azevedo Pond,5/21/21 0:00,0.4
Azevedo Pond,5/21/21 0:15,0.1
Azevedo Pond,5/21/21 0:30,0.1
Azevedo Pond,5/21/21 0:45,0
Azevedo Pond,5/21/21 1:00,0
Azevedo Pond,5/21/21 1:15,0
Azevedo Pond,5/21/21 1:30,0
Azevedo Pond,5/21/21 1:45,0
Azevedo Pond,5/21/21 2:00,0
Azevedo Pond,5/21/21 2:15,0
Azevedo Pond,5/21/21 2:30,0
Azevedo Pond,5/21/21 2:45,0
Azevedo Pond,5/21/21 3:00,0
Azevedo Pond,5/21/21 3:15,0
Azevedo Pond,5/21/21 3:30,0
Azevedo Pond,5/21/21 3:45,0
Azevedo Pond,5/21/21 4:00,0
Azevedo Pond,5/21/21 4:15,0
Azevedo Pond,5/21/21 4:30,0
Azevedo Pond,5/21/21 4:45,0
Azevedo Pond,5/21/21 5:00,0
Azevedo Pond,5/21/21 5:15,0
Azevedo Pond,5/21/21 5:30,0
Azevedo Pond,5/21/21 5:45,0
Azevedo Pond,5/21/21 6:00,0
Azevedo Pond,5/21/21 6:15,0
Azevedo Pond,5/21/21 6:30,0
Azevedo Pond,5/21/21 6:45,0
Azevedo Pond,5/21/21 7:00,0
Azevedo Pond,5/21/21 7:15,0
Azevedo Pond,5/21/21 7:30,0
Azevedo Pond,5/21/21 7:45,0
Azevedo Pond,5/21/21 8:00,0
Azevedo Pond,5/21/21 8:15,0
Azevedo Pond,5/21/21 8:30,0
Azevedo Pond,5/21/21 8:45,0
Azevedo Pond,5/21/21 9:00,0
Azevedo Pond,5/21/21 9:15,0.2
Azevedo Pond,5/21/21 9:30,0
Azevedo Pond,5/21/21 9:45,0
Azevedo Pond,5/21/21 10:00,0
Azevedo Pond,5/21/21 10:15,0
Azevedo Pond,5/21/21 10:30,0.1
Azevedo Pond,5/21/21 10:45,0.1
Azevedo Pond,5/21/21 11:00,0.1
Azevedo Pond,5/21/21 11:15,0.1
Azevedo Pond,5/21/21 11:30,0
Azevedo Pond,5/21/21 11:45,0
Azevedo Pond,5/21/21 12:00,0
Azevedo Pond,5/21/21 12:15,0.2
Azevedo Pond,5/21/21 12:30,0.1
Azevedo Pond,5/21/21 12:45,0
Azevedo Pond,5/21/21 13:00,3
Azevedo Pond,5/21/21 13:15,2.4
Azevedo Pond,5/21/21 13:30,1.5
Azevedo Pond,5/21/21 13:45,1.4
Azevedo Pond,5/21/21 14:00,4.1
Azevedo Pond,5/21/21 14:15,5.5
Azevedo Pond,5/21/21 14:30,2.9
Azevedo Pond,5/21/21 14:45,1.5
Azevedo Pond,5/21/21 15:00,0.9
Azevedo Pond,5/21/21 15:15,0.1
Azevedo Pond,5/21/21 15:30,0.1
Azevedo Pond,5/21/21 15:45,0.1
Azevedo Pond,5/21/21 16:00,0
Azevedo Pond,5/21/21 16:15,0.1
Azevedo Pond,5/21/21 16:30,0.1
Azevedo Pond,5/21/21 16:45,0.1
Azevedo Pond,5/21/21 17:00,0.1
Azevedo Pond,5/21/21 17:15,0
Azevedo Pond,5/21/21 17:30,0
Azevedo Pond,5/21/21 17:45,0.1
Azevedo Pond,5/21/21 18:00,0
Azevedo Pond,5/21/21 18:15,0.1
Azevedo Pond,5/21/21 18:30,4.3
Azevedo Pond,5/21/21 18:45,4
Azevedo Pond,5/21/21 19:00,2.7
Azevedo Pond,5/21/21 19:15,0.9
Azevedo Pond,5/21/21 19:30,0.1
Azevedo Pond,5/21/21 19:45,0.1
Azevedo Pond,5/21/21 20:00,0.1
Azevedo Pond,5/21/21 20:15,0
Azevedo Pond,5/21/21 20:30,0.1
Azevedo Pond,5/21/21 20:45,0.3
Azevedo Pond,5/21/21 21:00,0.5
Azevedo Pond,5/21/21 21:15,0.9
Azevedo Pond,5/21/21 21:30,1.3
Azevedo Pond,5/21/21 21:45,2.4
Azevedo Pond,5/21/21 22:00,3.3
Azevedo Pond,5/21/21 22:15,4
Azevedo Pond,5/21/21 22:30,3.9
Azevedo Pond,5/21/21 22:45,3.8
Azevedo Pond,5/21/21 23:00,3.8
Azevedo Pond,5/21/21 23:15,3.8
Azevedo Pond,5/21/21 23:30,3.7
Azevedo Pond,5/21/21 23:45,3.5
Azevedo Pond,5/22/21 0:00,3.3
Azevedo Pond,5/22/21 0:15,3.2
Azevedo Pond,5/22/21 0:30,3.1
Azevedo Pond,5/22/21 0:45,2.9
Azevedo Pond,5/22/21 1:00,2.7
Azevedo Pond,5/22/21 1:15,2.7
Azevedo Pond,5/22/21 1:30,2.5
Azevedo Pond,5/22/21 1:45,2.4
Azevedo Pond,5/22/21 2:00,2.4
Azevedo Pond,5/22/21 2:15,2.2
Azevedo Pond,5/22/21 2:30,2.2
Azevedo Pond,5/22/21 2:45,2.1
Azevedo Pond,5/22/21 3:00,1.9
Azevedo Pond,5/22/21 3:15,1.9
Azevedo Pond,5/22/21 3:30,1.8
Azevedo Pond,5/22/21 3:45,1.8
Azevedo Pond,5/22/21 4:00,1.8
Azevedo Pond,5/22/21 4:15,1.7
Azevedo Pond,5/22/21 4:30,1.4
Azevedo Pond,5/22/21 4:45,1.5
Azevedo Pond,5/22/21 5:00,1.4
Azevedo Pond,5/22/21 5:15,1.3
Azevedo Pond,5/22/21 5:30,1.4
Azevedo Pond,5/22/21 5:45,1.4
Azevedo Pond,5/22/21 6:00,1.3
Azevedo Pond,5/22/21 6:15,1.3
Azevedo Pond,5/22/21 6:30,1.2
Azevedo Pond,5/22/21 6:45,0.5
Azevedo Pond,5/22/21 7:00,0.1
Azevedo Pond,5/22/21 7:15,0.1
Azevedo Pond,5/22/21 7:30,0.1
Azevedo Pond,5/22/21 7:45,0
Azevedo Pond,5/22/21 8:00,0.7
Azevedo Pond,5/22/21 8:15,0.1
Azevedo Pond,5/22/21 8:30,0.1
Azevedo Pond,5/22/21 8:45,0
Azevedo Pond,5/22/21 9:00,0.1
Azevedo Pond,5/22/21 9:15,0.5
Azevedo Pond,5/22/21 9:30,0.5
Azevedo Pond,5/22/21 9:45,0.6
Azevedo Pond,5/22/21 10:00,0.8
Azevedo Pond,5/22/21 10:15,0.1
Azevedo Pond,5/22/21 10:30,0.3
Azevedo Pond,5/22/21 10:45,1.8
Azevedo Pond,5/22/21 11:00,0.1
Azevedo Pond,5/22/21 11:15,0.9
Azevedo Pond,5/22/21 11:30,0.1
Azevedo Pond,5/22/21 11:45,0.9
Azevedo Pond,5/22/21 12:00,0.1
Azevedo Pond,5/22/21 12:15,0.1
Azevedo Pond,5/22/21 12:30,0.5
Azevedo Pond,5/22/21 12:45,0.1
Azevedo Pond,5/22/21 13:00,0.9
Azevedo Pond,5/22/21 13:15,0.3
Azevedo Pond,5/22/21 13:30,0.2
Azevedo Pond,5/22/21 13:45,0.4
Azevedo Pond,5/22/21 14:00,0.3
Azevedo Pond,5/22/21 14:15,1.2
Azevedo Pond,5/22/21 14:30,0.4
Azevedo Pond,5/22/21 14:45,0.3
Azevedo Pond,5/22/21 15:00,0.6
Azevedo Pond,5/22/21 15:15,0.4
Azevedo Pond,5/22/21 15:30,0.5
Azevedo Pond,5/22/21 15:45,0.6
Azevedo Pond,5/22/21 16:00,1.2
Azevedo Pond,5/22/21 16:15,1.5
Azevedo Pond,5/22/21 16:30,1
Azevedo Pond,5/22/21 16:45,1.3
Azevedo Pond,5/22/21 17:00,2.4
Azevedo Pond,5/22/21 17:15,2.7
Azevedo Pond,5/22/21 17:30,3.1
Azevedo Pond,5/22/21 17:45,3.4
Azevedo Pond,5/22/21 18:00,2.9
Azevedo Pond,5/22/21 18:15,4.2
Azevedo Pond,5/22/21 18:30,7.4
Azevedo Pond,5/22/21 18:45,7.1
Azevedo Pond,5/22/21 19:00,7.5
Azevedo Pond,5/22/21 19:15,2.2
Azevedo Pond,5/22/21 19:30,2
Azevedo Pond,5/22/21 19:45,0.7
Azevedo Pond,5/22/21 20:00,0.1
Azevedo Pond,5/22/21 20:15,0
Azevedo Pond,5/22/21 20:30,0
Azevedo Pond,5/22/21 20:45,1.2
Azevedo Pond,5/22/21 21:00,1.5
Azevedo Pond,5/22/21 21:15,3.5
Azevedo Pond,5/22/21 21:30,5.6
Azevedo Pond,5/22/21 21:45,5.6
Azevedo Pond,5/22/21 22:00,5.4
Azevedo Pond,5/22/21 22:15,5.4
Azevedo Pond,5/22/21 22:30,5.3
Azevedo Pond,5/22/21 22:45,5.3
Azevedo Pond,5/22/21 23:00,5.3
Azevedo Pond,5/22/21 23:15,5.1
Azevedo Pond,5/22/21 23:30,5.1
Azevedo Pond,5/22/21 23:45,5
Azevedo Pond,5/23/21 0:00,4.8
Azevedo Pond,5/23/21 0:15,4.5
Azevedo Pond,5/23/21 0:30,4.2
Azevedo Pond,5/23/21 0:45,4.3
Azevedo Pond,5/23/21 1:00,4.2
Azevedo Pond,5/23/21 1:15,3.9
Azevedo Pond,5/23/21 1:30,3.7
Azevedo Pond,5/23/21 1:45,3.5
Azevedo Pond,5/23/21 2:00,3.4
Azevedo Pond,5/23/21 2:15,3.3
Azevedo Pond,5/23/21 2:30,3
Azevedo Pond,5/23/21 2:45,2.8
Azevedo Pond,5/23/21 3:00,2.7
Azevedo Pond,5/23/21 3:15,2.6
Azevedo Pond,5/23/21 3:30,2.8
Azevedo Pond,5/23/21 3:45,2.7
Azevedo Pond,5/23/21 4:00,2.2
Azevedo Pond,5/23/21 4:15,2.2
Azevedo Pond,5/23/21 4:30,1.9
Azevedo Pond,5/23/21 4:45,1.6
Azevedo Pond,5/23/21 5:00,1.5
Azevedo Pond,5/23/21 5:15,1.6
Azevedo Pond,5/23/21 5:30,1.6
Azevedo Pond,5/23/21 5:45,1.7
Azevedo Pond,5/23/21 6:00,1.7
Azevedo Pond,5/23/21 6:15,1.8
Azevedo Pond,5/23/21 6:30,1.9
Azevedo Pond,5/23/21 6:45,1.9
Azevedo Pond,5/23/21 7:00,2.3
Azevedo Pond,5/23/21 7:15,2.5
Azevedo Pond,5/23/21 7:30,2.7
Azevedo Pond,5/23/21 7:45,2.9
Azevedo Pond,5/23/21 8:00,2.4
Azevedo Pond,5/23/21 8:15,1.3
Azevedo Pond,5/23/21 8:30,0.9
Azevedo Pond,5/23/21 8:45,2.2
Azevedo Pond,5/23/21 9:00,2.5
Azevedo Pond,5/23/21 9:15,1.8
Azevedo Pond,5/23/21 9:30,2.5
Azevedo Pond,5/23/21 9:45,3
Azevedo Pond,5/23/21 10:00,3.2
Azevedo Pond,5/23/21 10:15,3.8
Azevedo Pond,5/23/21 10:30,4.2
Azevedo Pond,5/23/21 10:45,3.1
Azevedo Pond,5/23/21 11:00,2.2
Azevedo Pond,5/23/21 11:15,1.6
Azevedo Pond,5/23/21 11:30,2.3
Azevedo Pond,5/23/21 11:45,2
Azevedo Pond,5/23/21 12:00,1.7
Azevedo Pond,5/23/21 12:15,1.2
Azevedo Pond,5/23/21 12:30,1.1
Azevedo Pond,5/23/21 12:45,1.3
Azevedo Pond,5/23/21 13:00,2.5
Azevedo Pond,5/23/21 13:15,1.5
Azevedo Pond,5/23/21 13:30,1.2
Azevedo Pond,5/23/21 13:45,1.4
Azevedo Pond,5/23/21 14:00,2.9
Azevedo Pond,5/23/21 14:15,1.9
Azevedo Pond,5/23/21 14:30,1.3
Azevedo Pond,5/23/21 14:45,1.7
Azevedo Pond,5/23/21 15:00,1.9
Azevedo Pond,5/23/21 15:15,2.4
Azevedo Pond,5/23/21 15:30,2.2
Azevedo Pond,5/23/21 15:45,2.6
Azevedo Pond,5/23/21 16:00,3.7
Azevedo Pond,5/23/21 16:15,4.4
Azevedo Pond,5/23/21 16:30,4.9
Azevedo Pond,5/23/21 16:45,5.1
Azevedo Pond,5/23/21 17:00,4.8
Azevedo Pond,5/23/21 17:15,4.9
Azevedo Pond,5/23/21 17:30,5.2
Azevedo Pond,5/23/21 17:45,4.3
Azevedo Pond,5/23/21 18:00,6.8
Azevedo Pond,5/23/21 18:15,7.7
Azevedo Pond,5/23/21 18:30,5.7
Azevedo Pond,5/23/21 18:45,10
Azevedo Pond,5/23/21 19:00,8.8
Azevedo Pond,5/23/21 19:15,6.4
Azevedo Pond,5/23/21 19:30,3.6
Azevedo Pond,5/23/21 19:45,5.1
Azevedo Pond,5/23/21 20:00,6.9
Azevedo Pond,5/23/21 20:15,7.1
Azevedo Pond,5/23/21 20:30,7
Azevedo Pond,5/23/21 20:45,6.2
Azevedo Pond,5/23/21 21:00,6.5
Azevedo Pond,5/23/21 21:15,6.5
Azevedo Pond,5/23/21 21:30,6.5
Azevedo Pond,5/23/21 21:45,6.7
Azevedo Pond,5/23/21 22:00,6.9
Azevedo Pond,5/23/21 22:15,6.8
Azevedo Pond,5/23/21 22:30,6.6
Azevedo Pond,5/23/21 22:45,6.3
Azevedo Pond,5/23/21 23:00,5.6
Azevedo Pond,5/23/21 23:15,5.7
Azevedo Pond,5/23/21 23:30,5.2
Azevedo Pond,5/23/21 23:45,5.3
Azevedo Pond,5/24/21 0:00,5.4
Azevedo Pond,5/24/21 0:15,5.3
Azevedo Pond,5/24/21 0:30,5.5
Azevedo Pond,5/24/21 0:45,5.4
Azevedo Pond,5/24/21 1:00,5
Azevedo Pond,5/24/21 1:15,4.8
Azevedo Pond,5/24/21 1:30,4.9
Azevedo Pond,5/24/21 1:45,4.8
Azevedo Pond,5/24/21 2:00,4.7
Azevedo Pond,5/24/21 2:15,4.5
Azevedo Pond,5/24/21 2:30,4.3
Azevedo Pond,5/24/21 2:45,4.6
Azevedo Pond,5/24/21 3:00,4.5
Azevedo Pond,5/24/21 3:15,4.4
Azevedo Pond,5/24/21 3:30,4.2
Azevedo Pond,5/24/21 3:45,4.1
Azevedo Pond,5/24/21 4:00,4
Azevedo Pond,5/24/21 4:15,3.7
Azevedo Pond,5/24/21 4:30,3.9
Azevedo Pond,5/24/21 4:45,3.6
Azevedo Pond,5/24/21 5:00,3.3
Azevedo Pond,5/24/21 5:15,3.3
Azevedo Pond,5/24/21 5:30,3
Azevedo Pond,5/24/21 5:45,2.8
Azevedo Pond,5/24/21 6:00,2.9
Azevedo Pond,5/24/21 6:15,2.9
Azevedo Pond,5/24/21 6:30,3
Azevedo Pond,5/24/21 6:45,3.1
Azevedo Pond,5/24/21 7:00,3.1
Azevedo Pond,5/24/21 7:15,3.4
Azevedo Pond,5/24/21 7:30,4
Azevedo Pond,5/24/21 7:45,4
Azevedo Pond,5/24/21 8:00,4.2
Azevedo Pond,5/24/21 8:15,4.5
Azevedo Pond,5/24/21 8:30,4.9
Azevedo Pond,5/24/21 8:45,4
Azevedo Pond,5/24/21 9:00,3.1
Azevedo Pond,5/24/21 9:15,2.6
Azevedo Pond,5/24/21 9:30,2.7
Azevedo Pond,5/24/21 9:45,2.6
Azevedo Pond,5/24/21 10:00,2.7
Azevedo Pond,5/24/21 10:15,3
Azevedo Pond,5/24/21 10:30,2.9
Azevedo Pond,5/24/21 10:45,2.3
Azevedo Pond,5/24/21 11:00,2.7
Azevedo Pond,5/24/21 11:15,2.6
Azevedo Pond,5/24/21 11:30,3.2
Azevedo Pond,5/24/21 11:45,2.7
Azevedo Pond,5/24/21 12:00,2.1
Azevedo Pond,5/24/21 12:15,2
Azevedo Pond,5/24/21 12:30,2.3
Azevedo Pond,5/24/21 12:45,1.2
Azevedo Pond,5/24/21 13:00,0.7
Azevedo Pond,5/24/21 13:15,2.5
Azevedo Pond,5/24/21 13:30,1
Azevedo Pond,5/24/21 13:45,1
Azevedo Pond,5/24/21 14:00,0.9
Azevedo Pond,5/24/21 14:15,2.7
Azevedo Pond,5/24/21 14:30,1.3
Azevedo Pond,5/24/21 14:45,0.8
Azevedo Pond,5/24/21 15:00,0.4
Azevedo Pond,5/24/21 15:15,0.4
Azevedo Pond,5/24/21 15:30,0.6
Azevedo Pond,5/24/21 15:45,0.1
Azevedo Pond,5/24/21 16:00,0.2
Azevedo Pond,5/24/21 16:15,0.2
Azevedo Pond,5/24/21 16:30,0.2
Azevedo Pond,5/24/21 16:45,0.5
Azevedo Pond,5/24/21 17:00,0.8
Azevedo Pond,5/24/21 17:15,0.8
Azevedo Pond,5/24/21 17:30,1.8
Azevedo Pond,5/24/21 17:45,2
Azevedo Pond,5/24/21 18:00,4.6
Azevedo Pond,5/24/21 18:15,6.2
Azevedo Pond,5/24/21 18:30,4.8
Azevedo Pond,5/24/21 18:45,3.5
Azevedo Pond,5/24/21 19:00,2.6
Azevedo Pond,5/24/21 19:15,3.3
Azevedo Pond,5/24/21 19:30,4.3
Azevedo Pond,5/24/21 19:45,4.9
Azevedo Pond,5/24/21 20:00,7.2
Azevedo Pond,5/24/21 20:15,7.4
Azevedo Pond,5/24/21 20:30,7.3
Azevedo Pond,5/24/21 20:45,7.5
Azevedo Pond,5/24/21 21:00,7.2
Azevedo Pond,5/24/21 21:15,6.9
Azevedo Pond,5/24/21 21:30,6.4
Azevedo Pond,5/24/21 21:45,6.1
Azevedo Pond,5/24/21 22:00,6.2
Azevedo Pond,5/24/21 22:15,6.6
Azevedo Pond,5/24/21 22:30,6.6
Azevedo Pond,5/24/21 22:45,6.5
Azevedo Pond,5/24/21 23:00,6.5
Azevedo Pond,5/24/21 23:15,6.2
Azevedo Pond,5/24/21 23:30,6.3
Azevedo Pond,5/24/21 23:45,6.2
Azevedo Pond,5/25/21 0:00,6.1
Azevedo Pond,5/25/21 0:15,5.9
Azevedo Pond,5/25/21 0:30,5.8
Azevedo Pond,5/25/21 0:45,5.6
Azevedo Pond,5/25/21 1:00,5.6
Azevedo Pond,5/25/21 1:15,5.8
Azevedo Pond,5/25/21 1:30,5.6
Azevedo Pond,5/25/21 1:45,5.4
Azevedo Pond,5/25/21 2:00,5.3
Azevedo Pond,5/25/21 2:15,5.2
Azevedo Pond,5/25/21 2:30,5.1
Azevedo Pond,5/25/21 2:45,4.9
Azevedo Pond,5/25/21 3:00,4.7
Azevedo Pond,5/25/21 3:15,4.3
Azevedo Pond,5/25/21 3:30,4.1
Azevedo Pond,5/25/21 3:45,3.9
Azevedo Pond,5/25/21 4:00,3.8
Azevedo Pond,5/25/21 4:15,3.7
Azevedo Pond,5/25/21 4:30,3.4
Azevedo Pond,5/25/21 4:45,3.1
Azevedo Pond,5/25/21 5:00,3.2
Azevedo Pond,5/25/21 5:15,3
Azevedo Pond,5/25/21 5:30,2.9
Azevedo Pond,5/25/21 5:45,3
Azevedo Pond,5/25/21 6:00,2.8
Azevedo Pond,5/25/21 6:15,2.9
Azevedo Pond,5/25/21 6:30,2.8
Azevedo Pond,5/25/21 6:45,3.1
Azevedo Pond,5/25/21 7:00,3.3
Azevedo Pond,5/25/21 7:15,3.1
Azevedo Pond,5/25/21 7:30,3.4
Azevedo Pond,5/25/21 7:45,3.2
Azevedo Pond,5/25/21 8:00,2.9
Azevedo Pond,5/25/21 8:15,3.1
Azevedo Pond,5/25/21 8:30,2.8
Azevedo Pond,5/25/21 8:45,3.8
Azevedo Pond,5/25/21 9:00,2.1
Azevedo Pond,5/25/21 9:15,1.7
Azevedo Pond,5/25/21 9:30,1.9
Azevedo Pond,5/25/21 9:45,1.4
Azevedo Pond,5/25/21 10:00,1.4
Azevedo Pond,5/25/21 10:15,1.3
Azevedo Pond,5/25/21 10:30,1.4
Azevedo Pond,5/25/21 10:45,8
Azevedo Pond,5/25/21 11:00,7.3
Azevedo Pond,5/25/21 11:15,4.6
Azevedo Pond,5/25/21 11:30,3.8
Azevedo Pond,5/25/21 11:45,4.9
Azevedo Pond,5/25/21 12:00,4.3
Azevedo Pond,5/25/21 12:15,3.3
Azevedo Pond,5/25/21 12:30,2.7
Azevedo Pond,5/25/21 12:45,2.4
Azevedo Pond,5/25/21 13:00,2
Azevedo Pond,5/25/21 13:15,2
Azevedo Pond,5/25/21 13:30,2
Azevedo Pond,5/25/21 13:45,2.1
Azevedo Pond,5/25/21 14:00,2.9
Azevedo Pond,5/25/21 14:15,3.8
Azevedo Pond,5/25/21 14:30,3.2
Azevedo Pond,5/25/21 14:45,4.8
Azevedo Pond,5/25/21 15:00,3.5
Azevedo Pond,5/25/21 15:15,4.6
